synth model  
2  
11  
3  
Type of resistivity data (1=resistance 0=resistivity) 
0  
215
2  
0  
4     2.0000 0.0      0.0000 0.0      4.0000 0.0      6.0000 0.0     168.6945
4    22.0000 0.0     20.0000 0.0     28.0000 0.0     30.0000 0.0      54.3980
4    24.0000 0.0     22.0000 0.0     30.0000 0.0     32.0000 0.0      58.6441
4    26.0000 0.0     24.0000 0.0     32.0000 0.0     34.0000 0.0      61.8244
4    28.0000 0.0     26.0000 0.0     34.0000 0.0     36.0000 0.0      40.7263
4    30.0000 0.0     28.0000 0.0     36.0000 0.0     38.0000 0.0      29.1844
4    32.0000 0.0     30.0000 0.0     38.0000 0.0     40.0000 0.0      26.4467
4    34.0000 0.0     32.0000 0.0     40.0000 0.0     42.0000 0.0      21.8490
4    36.0000 0.0     34.0000 0.0     42.0000 0.0     44.0000 0.0      15.8166
4    38.0000 0.0     36.0000 0.0     44.0000 0.0     46.0000 0.0      21.0753
4    40.0000 0.0     38.0000 0.0     46.0000 0.0     48.0000 0.0      26.0616
4    42.0000 0.0     40.0000 0.0     48.0000 0.0     50.0000 0.0      26.7194
4    44.0000 0.0     42.0000 0.0     50.0000 0.0     52.0000 0.0      45.3173
4    46.0000 0.0     44.0000 0.0     52.0000 0.0     54.0000 0.0      54.7571
4    48.0000 0.0     46.0000 0.0     54.0000 0.0     56.0000 0.0      55.3879
4    50.0000 0.0     48.0000 0.0     56.0000 0.0     58.0000 0.0      56.4970
4    52.0000 0.0     50.0000 0.0     58.0000 0.0     60.0000 0.0      53.9011
4    54.0000 0.0     52.0000 0.0     60.0000 0.0     62.0000 0.0      51.4038
4    56.0000 0.0     54.0000 0.0     62.0000 0.0     64.0000 0.0      51.7877
4    58.0000 0.0     56.0000 0.0     64.0000 0.0     66.0000 0.0      48.0597
4    60.0000 0.0     58.0000 0.0     66.0000 0.0     68.0000 0.0      47.4256
4    62.0000 0.0     60.0000 0.0     68.0000 0.0     70.0000 0.0      53.4362
4    64.0000 0.0     62.0000 0.0     70.0000 0.0     72.0000 0.0      48.0657
4    66.0000 0.0     64.0000 0.0     72.0000 0.0     74.0000 0.0      57.2161
4    68.0000 0.0     66.0000 0.0     74.0000 0.0     76.0000 0.0      52.6302
4    70.0000 0.0     68.0000 0.0     76.0000 0.0     78.0000 0.0      56.2412
4    72.0000 0.0     70.0000 0.0     78.0000 0.0     80.0000 0.0      52.0210
4    74.0000 0.0     72.0000 0.0     80.0000 0.0     82.0000 0.0      54.4479
4    76.0000 0.0     74.0000 0.0     82.0000 0.0     84.0000 0.0      52.1481
4    78.0000 0.0     76.0000 0.0     84.0000 0.0     86.0000 0.0      53.4345
4    80.0000 0.0     78.0000 0.0     86.0000 0.0     88.0000 0.0      51.2283
4    82.0000 0.0     80.0000 0.0     88.0000 0.0     90.0000 0.0      48.9377
4    84.0000 0.0     82.0000 0.0     90.0000 0.0     92.0000 0.0      48.8440
4    86.0000 0.0     84.0000 0.0     92.0000 0.0     94.0000 0.0      48.2502
4     2.0000 0.0      0.0000 0.0     10.0000 0.0     12.0000 0.0      50.1841
4     4.0000 0.0      2.0000 0.0     12.0000 0.0     14.0000 0.0      47.7127
4     6.0000 0.0      4.0000 0.0     14.0000 0.0     16.0000 0.0      42.5933
4     8.0000 0.0      6.0000 0.0     16.0000 0.0     18.0000 0.0      43.1860
4    10.0000 0.0      8.0000 0.0     18.0000 0.0     20.0000 0.0      51.0150
4    12.0000 0.0     10.0000 0.0     20.0000 0.0     22.0000 0.0      46.4290
4    14.0000 0.0     12.0000 0.0     22.0000 0.0     24.0000 0.0      46.1163
4    16.0000 0.0     14.0000 0.0     24.0000 0.0     26.0000 0.0      46.9144
4    18.0000 0.0     16.0000 0.0     26.0000 0.0     28.0000 0.0      49.1106
4    20.0000 0.0     18.0000 0.0     28.0000 0.0     30.0000 0.0      51.9272
4    22.0000 0.0     20.0000 0.0     30.0000 0.0     32.0000 0.0      51.5153
4    24.0000 0.0     22.0000 0.0     32.0000 0.0     34.0000 0.0      51.5286
4    26.0000 0.0     24.0000 0.0     34.0000 0.0     36.0000 0.0      37.6673
4    28.0000 0.0     26.0000 0.0     36.0000 0.0     38.0000 0.0      21.5139
4    30.0000 0.0     28.0000 0.0     38.0000 0.0     40.0000 0.0      24.6002
4    32.0000 0.0     30.0000 0.0     40.0000 0.0     42.0000 0.0      24.1628
4    34.0000 0.0     32.0000 0.0     42.0000 0.0     44.0000 0.0      22.2063
4    36.0000 0.0     34.0000 0.0     44.0000 0.0     46.0000 0.0      24.4731
4    38.0000 0.0     36.0000 0.0     46.0000 0.0     48.0000 0.0      24.1217
4    40.0000 0.0     38.0000 0.0     48.0000 0.0     50.0000 0.0      25.2206
4    42.0000 0.0     40.0000 0.0     50.0000 0.0     52.0000 0.0      24.7799
4    44.0000 0.0     42.0000 0.0     52.0000 0.0     54.0000 0.0      37.4495
4    46.0000 0.0     44.0000 0.0     54.0000 0.0     56.0000 0.0      56.0530
4    48.0000 0.0     46.0000 0.0     56.0000 0.0     58.0000 0.0      50.3438
4    50.0000 0.0     48.0000 0.0     58.0000 0.0     60.0000 0.0      52.1402
4    52.0000 0.0     50.0000 0.0     60.0000 0.0     62.0000 0.0      50.2798
4    54.0000 0.0     52.0000 0.0     62.0000 0.0     64.0000 0.0      47.3835
4    56.0000 0.0     54.0000 0.0     64.0000 0.0     66.0000 0.0      46.7156
4    58.0000 0.0     56.0000 0.0     66.0000 0.0     68.0000 0.0      51.7791
4    60.0000 0.0     58.0000 0.0     68.0000 0.0     70.0000 0.0      52.2187
4    62.0000 0.0     60.0000 0.0     70.0000 0.0     72.0000 0.0      47.7233
4    64.0000 0.0     62.0000 0.0     72.0000 0.0     74.0000 0.0      49.9137
4    66.0000 0.0     64.0000 0.0     74.0000 0.0     76.0000 0.0      47.1849
4    68.0000 0.0     66.0000 0.0     76.0000 0.0     78.0000 0.0      50.2322
4    70.0000 0.0     68.0000 0.0     78.0000 0.0     80.0000 0.0      49.5481
4    72.0000 0.0     70.0000 0.0     80.0000 0.0     82.0000 0.0      48.7445
4    74.0000 0.0     72.0000 0.0     82.0000 0.0     84.0000 0.0      45.7667
4    76.0000 0.0     74.0000 0.0     84.0000 0.0     86.0000 0.0      42.3133
4    78.0000 0.0     76.0000 0.0     86.0000 0.0     88.0000 0.0      47.6383
4    80.0000 0.0     78.0000 0.0     88.0000 0.0     90.0000 0.0      45.7196
4    82.0000 0.0     80.0000 0.0     90.0000 0.0     92.0000 0.0      49.8125
4    84.0000 0.0     82.0000 0.0     92.0000 0.0     94.0000 0.0      48.7439
4     2.0000 0.0      0.0000 0.0     12.0000 0.0     14.0000 0.0      43.7182
4     4.0000 0.0      2.0000 0.0     14.0000 0.0     16.0000 0.0      48.9904
4     6.0000 0.0      4.0000 0.0     16.0000 0.0     18.0000 0.0      43.9861
4     8.0000 0.0      6.0000 0.0     18.0000 0.0     20.0000 0.0      45.9907
4    10.0000 0.0      8.0000 0.0     20.0000 0.0     22.0000 0.0      45.9189
4    12.0000 0.0     10.0000 0.0     22.0000 0.0     24.0000 0.0      48.0230
4    14.0000 0.0     12.0000 0.0     24.0000 0.0     26.0000 0.0      48.2488
4    16.0000 0.0     14.0000 0.0     26.0000 0.0     28.0000 0.0      47.8747
4    18.0000 0.0     16.0000 0.0     28.0000 0.0     30.0000 0.0      54.1744
4    20.0000 0.0     18.0000 0.0     30.0000 0.0     32.0000 0.0      47.6253
4    22.0000 0.0     20.0000 0.0     32.0000 0.0     34.0000 0.0      51.2815
4    24.0000 0.0     22.0000 0.0     34.0000 0.0     36.0000 0.0      36.8586
4    26.0000 0.0     24.0000 0.0     36.0000 0.0     38.0000 0.0      23.7547
4    28.0000 0.0     26.0000 0.0     38.0000 0.0     40.0000 0.0      24.1844
4    30.0000 0.0     28.0000 0.0     40.0000 0.0     42.0000 0.0      24.8236
4    32.0000 0.0     30.0000 0.0     42.0000 0.0     44.0000 0.0      27.6153
4    34.0000 0.0     32.0000 0.0     44.0000 0.0     46.0000 0.0      43.9478
4    36.0000 0.0     34.0000 0.0     46.0000 0.0     48.0000 0.0      29.1422
4    38.0000 0.0     36.0000 0.0     48.0000 0.0     50.0000 0.0      24.8970
4    40.0000 0.0     38.0000 0.0     50.0000 0.0     52.0000 0.0      23.1611
4    42.0000 0.0     40.0000 0.0     52.0000 0.0     54.0000 0.0      26.2661
4    44.0000 0.0     42.0000 0.0     54.0000 0.0     56.0000 0.0      37.3206
4    46.0000 0.0     44.0000 0.0     56.0000 0.0     58.0000 0.0      52.0639
4    48.0000 0.0     46.0000 0.0     58.0000 0.0     60.0000 0.0      52.3296
4    50.0000 0.0     48.0000 0.0     60.0000 0.0     62.0000 0.0      51.5221
4    52.0000 0.0     50.0000 0.0     62.0000 0.0     64.0000 0.0      41.7523
4    54.0000 0.0     52.0000 0.0     64.0000 0.0     66.0000 0.0      47.6881
4    56.0000 0.0     54.0000 0.0     66.0000 0.0     68.0000 0.0      46.3785
4    58.0000 0.0     56.0000 0.0     68.0000 0.0     70.0000 0.0      45.5453
4    60.0000 0.0     58.0000 0.0     70.0000 0.0     72.0000 0.0      49.4612
4    62.0000 0.0     60.0000 0.0     72.0000 0.0     74.0000 0.0      49.5373
4    64.0000 0.0     62.0000 0.0     74.0000 0.0     76.0000 0.0      43.8391
4    66.0000 0.0     64.0000 0.0     76.0000 0.0     78.0000 0.0      48.4038
4    68.0000 0.0     66.0000 0.0     78.0000 0.0     80.0000 0.0      44.7411
4    70.0000 0.0     68.0000 0.0     80.0000 0.0     82.0000 0.0      50.0534
4    72.0000 0.0     70.0000 0.0     82.0000 0.0     84.0000 0.0      45.0053
4    74.0000 0.0     72.0000 0.0     84.0000 0.0     86.0000 0.0      51.7539
4    76.0000 0.0     74.0000 0.0     86.0000 0.0     88.0000 0.0      49.2482
4    78.0000 0.0     76.0000 0.0     88.0000 0.0     90.0000 0.0      46.4292
4    80.0000 0.0     78.0000 0.0     90.0000 0.0     92.0000 0.0      48.2281
4    82.0000 0.0     80.0000 0.0     92.0000 0.0     94.0000 0.0      46.1790
